obstacle_num, first_policy_eval_time, camera_time_av, policy_time_av, step_time_av, total_time_step_average
6.000000000000000000e+01,2.262372827529907227e+01,3.867757115099165061e-02,8.156772122246651671e-03,7.202212678061591404e-04,4.755456454104445979e-02
