obstacle_num, first_policy_eval_time, camera_time_av, policy_time_av, step_time_av, total_time_step_average
6.000000000000000000e+01,2.266658926010131836e+01,3.522015856371985693e-02,8.485195536718132675e-03,7.299771573808458034e-04,4.443533125781883725e-02
