obstacle_num, first_policy_eval_time, camera_time_av, policy_time_av, step_time_av, total_time_step_average
3.320000000000000000e+02,2.276282238960266113e+01,3.815595547358194978e-02,1.195794272734145708e-02,9.542490376366509616e-04,5.106814723856005489e-02
