obstacle_num, first_policy_eval_time, camera_time_av, policy_time_av, step_time_av, total_time_step_average
2.538000000000000000e+03,2.507760548591613770e+01,4.436585664749145841e-02,2.610745851315866492e-02,2.825160953733656024e-03,7.329847611438378152e-02
