obstacle_num, first_policy_eval_time, camera_time_av, policy_time_av, step_time_av, total_time_step_average
1.950000000000000000e+02,2.502764058113098145e+01,1.695694373713599323e-02,1.182331797744738330e-02,1.261270774735344770e-03,3.004153248931872022e-02
