obstacle_num, first_policy_eval_time, camera_time_av, policy_time_av, step_time_av, total_time_step_average
4.055300000000000000e+04,3.117609977722167969e+01,3.452521122826470168e-01,2.429798843795042962e-01,3.020891050497690952e-02,6.184409071671281843e-01
