distance,dist_from_surface
3.333333333333333547e-03,1.102730584795206248e-01
5.000000000000000104e-03,1.105766279553012099e-01
6.666666666666667095e-03,1.110945308614606636e-01
8.333333333333333218e-03,1.117764684301747052e-01
1.000000000000000021e-02,1.125843081040686089e-01
1.166666666666666720e-02,1.134970183874568495e-01
1.333333333333333419e-02,1.145507174466809247e-01
1.500000000000000118e-02,1.157580627518591115e-01
1.666666666666666644e-02,1.170589657946799617e-01
1.833333333333333343e-02,1.185351979322485094e-01
2.000000000000000042e-02,1.201533335820261505e-01
2.166666666666666741e-02,1.220589644279793939e-01
2.333333333333333440e-02,1.244865611042342141e-01
2.500000000000000139e-02,1.272413931559366607e-01
2.666666666666666838e-02,1.303421065593443895e-01
2.833333333333333537e-02,1.339002192266129376e-01
3.000000000000000236e-02,1.380135812583778709e-01
3.166666666666666935e-02,1.425682797932165402e-01
3.333333333333333287e-02,1.475909133178237853e-01
3.500000000000000333e-02,1.531256533208903703e-01
3.666666666666666685e-02,1.590322373938032330e-01
3.833333333333333731e-02,1.647928509709079836e-01
4.000000000000000083e-02,1.702430380635536755e-01
4.166666666666667129e-02,1.753019399386515353e-01
4.333333333333333481e-02,1.799962215280490052e-01
4.500000000000000527e-02,1.844189788184232293e-01
4.666666666666666879e-02,1.886093803853048090e-01
4.833333333333333925e-02,1.925655544704248656e-01
5.000000000000000278e-02,1.962939051980728544e-01
5.166666666666667324e-02,1.997752193189537284e-01
5.333333333333333676e-02,2.029794128929764963e-01
5.500000000000000028e-02,2.058599472898986482e-01
5.666666666666667074e-02,2.083510744023454320e-01
5.833333333333333426e-02,2.104358074893898922e-01
6.000000000000000472e-02,2.120887950603302374e-01
6.166666666666666824e-02,2.132537659262057350e-01
6.333333333333333870e-02,2.139468996236979781e-01
6.500000000000000222e-02,2.143151800365201420e-01
6.666666666666666574e-02,2.143861504301713405e-01
6.833333333333334314e-02,2.141496608251008960e-01
7.000000000000000666e-02,2.136010389072294513e-01
7.166666666666667018e-02,2.128072823623477217e-01
7.333333333333333370e-02,2.118587845626218047e-01
7.500000000000001110e-02,2.108453655100606672e-01
7.666666666666667462e-02,2.098220683542707521e-01
7.833333333333333814e-02,2.088276811292673063e-01
8.000000000000000167e-02,2.078883944013585616e-01
8.166666666666666519e-02,2.070203793218107491e-01
8.333333333333334259e-02,2.062330592532600759e-01
8.500000000000000611e-02,2.055258206238386731e-01
8.666666666666666963e-02,2.048961996012779729e-01
8.833333333333333315e-02,2.043520222681834975e-01
9.000000000000001055e-02,2.038860948880787671e-01
9.166666666666667407e-02,2.034908025335231685e-01
9.333333333333333759e-02,2.031581004025579673e-01
9.500000000000000111e-02,2.028812691320459327e-01
9.666666666666667851e-02,2.026522492159748279e-01
9.833333333333334203e-02,2.024621458371721194e-01
1.000000000000000056e-01,2.022920106652750794e-01
1.016666666666666691e-01,2.021522380991250534e-01
1.033333333333333465e-01,2.020388564025161204e-01
1.050000000000000100e-01,2.019469830095668439e-01
1.066666666666666735e-01,2.018715264614610871e-01
1.083333333333333370e-01,2.018086438571356223e-01
1.100000000000000006e-01,2.017562177705130022e-01
1.116666666666666780e-01,2.017124754157532951e-01
1.133333333333333415e-01,2.016759090144446542e-01
1.150000000000000050e-01,2.016452564419534688e-01
1.166666666666666685e-01,2.016165500667528587e-01
1.183333333333333459e-01,2.015894632087253946e-01
1.200000000000000094e-01,2.015695696744982113e-01
1.216666666666666730e-01,2.015534523423231916e-01
1.233333333333333365e-01,2.015392647902852497e-01
1.250000000000000000e-01,2.015267588762754969e-01
1.266666666666666774e-01,2.015163896008987932e-01
1.283333333333333548e-01,2.015082985171415264e-01
1.300000000000000044e-01,2.015012193981827460e-01
1.316666666666666818e-01,2.014953793567588192e-01
1.333333333333333315e-01,2.014900570499801036e-01
1.350000000000000089e-01,2.014849856771915582e-01
1.366666666666666863e-01,2.014811143546130223e-01
1.383333333333333359e-01,2.014776189749021285e-01
1.400000000000000133e-01,2.014742772703293772e-01
1.416666666666666630e-01,2.014711853312981804e-01
1.433333333333333404e-01,2.014667375001606142e-01
1.450000000000000178e-01,2.014605356083014609e-01
1.466666666666666674e-01,2.014577549674116952e-01
1.483333333333333448e-01,2.014572257912730646e-01
1.500000000000000222e-01,2.014529725664218895e-01
1.516666666666666718e-01,2.014437267350751015e-01
1.533333333333333492e-01,2.014333658388809400e-01
1.549999999999999989e-01,2.014225082251250021e-01
1.566666666666666763e-01,2.014132166298518434e-01
1.583333333333333537e-01,2.014074117709647449e-01
1.600000000000000033e-01,2.014045155805877230e-01
1.616666666666666807e-01,2.014030258328877165e-01
1.633333333333333304e-01,2.014024187320536119e-01
1.650000000000000078e-01,2.014025657811131242e-01
1.666666666666666852e-01,2.014028490329438370e-01
1.683333333333333348e-01,2.014012166695547668e-01
1.700000000000000122e-01,2.013987805957108412e-01
1.716666666666666896e-01,2.013978280042337810e-01
1.733333333333333393e-01,2.013950548875409752e-01
1.750000000000000167e-01,2.013909985790100221e-01
1.766666666666666663e-01,2.013885734442765196e-01
1.783333333333333437e-01,2.013886961165179956e-01
1.800000000000000211e-01,2.013909494375863696e-01
1.816666666666666707e-01,2.013934836791408112e-01
1.833333333333333481e-01,2.013943259115804907e-01
1.850000000000000255e-01,2.013966814603806721e-01
1.866666666666666752e-01,2.013989026476850908e-01
1.883333333333333526e-01,2.013995714860725983e-01
1.900000000000000022e-01,2.014003670420976833e-01
1.916666666666666796e-01,2.014033592267092387e-01
1.933333333333333570e-01,2.014063948740673071e-01
1.950000000000000067e-01,2.014085521291335557e-01
1.966666666666666841e-01,2.014089612765427306e-01
1.983333333333333337e-01,2.014087051059983424e-01
2.000000000000000111e-01,2.014090214388894462e-01
2.016666666666666885e-01,2.014095996213495221e-01
2.033333333333333381e-01,2.014087779476846640e-01
2.050000000000000155e-01,2.014086006438366161e-01
2.066666666666666929e-01,2.014098245914382745e-01
2.083333333333333426e-01,2.014120566234733345e-01
2.100000000000000200e-01,2.014134683251132263e-01
2.116666666666666696e-01,2.014149283252610889e-01
2.133333333333333470e-01,2.014175750105708096e-01
2.150000000000000244e-01,2.014159578386789939e-01
2.166666666666666741e-01,2.014145722427688745e-01
2.183333333333333515e-01,2.014150666656452093e-01
2.200000000000000011e-01,2.014165758310475507e-01
2.216666666666666785e-01,2.014160000326030153e-01
2.233333333333333559e-01,2.014132642617231794e-01
2.250000000000000056e-01,2.014092618378291732e-01
2.266666666666666829e-01,2.014044192908319153e-01
2.283333333333333603e-01,2.014027045383787740e-01
2.300000000000000100e-01,2.014059390904341940e-01
2.316666666666666874e-01,2.014112949576432054e-01
2.333333333333333370e-01,2.014160043204671902e-01
2.350000000000000144e-01,2.014191338214107452e-01
2.366666666666666918e-01,2.014201767238395502e-01
2.383333333333333415e-01,2.014195426743330408e-01
2.400000000000000189e-01,2.014211961800921047e-01
2.416666666666666685e-01,2.014244095032163284e-01
2.433333333333333459e-01,2.014216107516489385e-01
2.450000000000000233e-01,2.014155531253052356e-01
2.466666666666666730e-01,2.014122715134513963e-01
2.483333333333333504e-01,2.014121517974722664e-01
2.500000000000000000e-01,2.014140821740094678e-01
2.516666666666667052e-01,2.014152314135476685e-01
2.533333333333333548e-01,2.014177884270110797e-01
2.550000000000000044e-01,2.014234065914233263e-01
2.566666666666667096e-01,2.014280849507958382e-01
2.583333333333333592e-01,2.014310079779708940e-01
2.600000000000000089e-01,2.014325872495687508e-01
2.616666666666666585e-01,2.014338721122248266e-01
2.633333333333333637e-01,2.014353970755179968e-01
2.650000000000000133e-01,2.014354820752115305e-01
2.666666666666666630e-01,2.014354650498351440e-01
2.683333333333333681e-01,2.014360419900063093e-01
2.700000000000000178e-01,2.014407050812545841e-01
2.716666666666666674e-01,2.014454752765178769e-01
2.733333333333333726e-01,2.014492857442038987e-01
2.750000000000000222e-01,2.014575181390921843e-01
2.766666666666666718e-01,2.014611573236851638e-01
2.783333333333333770e-01,2.014681661220507902e-01
2.800000000000000266e-01,2.014730014121318136e-01
2.816666666666666763e-01,2.014750639463843418e-01
2.833333333333333259e-01,2.014738303894173244e-01
2.850000000000000311e-01,2.014727223385081034e-01
2.866666666666666807e-01,2.014733201523442041e-01
2.883333333333333304e-01,2.014736391563811679e-01
2.900000000000000355e-01,2.014729820992108289e-01
2.916666666666666852e-01,2.014731494742735829e-01
2.933333333333333348e-01,2.014744150081562157e-01
2.950000000000000400e-01,1.997927715630795908e-01
2.966666666666666896e-01,2.015841750899533269e-01
2.983333333333333393e-01,2.016634891542823382e-01
3.000000000000000444e-01,1.988368424225582243e-01
3.016666666666666941e-01,2.009757369393720405e-01
3.033333333333333437e-01,1.961364495604278890e-01
3.049999999999999933e-01,1.984400119487181036e-01
3.066666666666666985e-01,2.009667172554236991e-01
3.083333333333333481e-01,1.961493302307794340e-01
3.099999999999999978e-01,1.985158255011291173e-01
3.116666666666667029e-01,1.940242698639449703e-01
3.133333333333333526e-01,1.970099666983093079e-01
3.150000000000000022e-01,2.000056912430484002e-01
3.166666666666667074e-01,1.953305916512067808e-01
3.183333333333333570e-01,1.980652331554936252e-01
3.200000000000000067e-01,1.950739340457078308e-01
3.216666666666667118e-01,1.968189718891787676e-01
3.233333333333333615e-01,1.999604773028418048e-01
3.250000000000000111e-01,1.953040256628649218e-01
3.266666666666666607e-01,1.981708466748210440e-01
3.283333333333333659e-01,2.011326350428426502e-01
3.300000000000000155e-01,1.962388201751164019e-01
3.316666666666666652e-01,1.988754875476220763e-01
3.333333333333333703e-01,1.942672927165867702e-01
3.350000000000000200e-01,1.964685909007314324e-01
3.366666666666666696e-01,2.008221019966811294e-01
3.383333333333333748e-01,1.962283118740544841e-01
3.400000000000000244e-01,1.992243249854502574e-01
3.416666666666666741e-01,1.946368150344491288e-01
3.433333333333333792e-01,1.976941545121456978e-01
3.450000000000000289e-01,2.009426445677603701e-01
3.466666666666666785e-01,1.961776070673635908e-01
3.483333333333333282e-01,1.991031591692087044e-01
3.500000000000000333e-01,1.945460398033300453e-01
3.516666666666666829e-01,1.978150318657727891e-01
3.533333333333333326e-01,2.011181559745697234e-01
3.550000000000000377e-01,1.963206691141311799e-01
3.566666666666666874e-01,1.992462945966269605e-01
3.583333333333333370e-01,1.946899276333343975e-01
3.600000000000000422e-01,1.980047586220724798e-01
3.616666666666666918e-01,2.013472190467745504e-01
3.633333333333333415e-01,1.965539325434338402e-01
3.650000000000000466e-01,1.976933112179949936e-01
3.666666666666666963e-01,1.951524013476459152e-01
3.683333333333333459e-01,1.988366393357143547e-01
3.700000000000000511e-01,2.024527228723796424e-01
3.716666666666667007e-01,1.978169307792154996e-01
3.733333333333333504e-01,2.000309545386768917e-01
3.750000000000000000e-01,1.936967475396371152e-01
3.766666666666667052e-01,1.996918310527503460e-01
3.783333333333333548e-01,2.029177641518486175e-01
3.800000000000000044e-01,1.979839501816838820e-01
3.816666666666667096e-01,1.986346060942967839e-01
3.833333333333333592e-01,2.040479075925160646e-01
3.850000000000000089e-01,1.992617922014103260e-01
3.866666666666667140e-01,2.022532970819775622e-01
3.883333333333333637e-01,1.974786708766063381e-01
3.900000000000000133e-01,1.948675019388401153e-01
3.916666666666667185e-01,2.029826495054158908e-01
3.933333333333333681e-01,1.996992860718412310e-01
3.950000000000000178e-01,2.009452375334773444e-01
3.966666666666666674e-01,1.983533752791025728e-01
3.983333333333333726e-01,1.988885362853000383e-01
4.000000000000000222e-01,1.991756259579697264e-01
4.016666666666666718e-01,1.974111054091533257e-01
4.033333333333333770e-01,1.979177472666018012e-01
4.050000000000000266e-01,1.984976489820071410e-01
4.066666666666666763e-01,1.969729518210602826e-01
4.083333333333333814e-01,1.976167649936094728e-01
4.100000000000000311e-01,1.963553751997990648e-01
4.116666666666666807e-01,1.971816009277392590e-01
4.133333333333333859e-01,1.979441709364284929e-01
4.150000000000000355e-01,1.966824579350743563e-01
4.166666666666666852e-01,1.974319102482705590e-01
4.183333333333333348e-01,1.963692284532159715e-01
