obstacle_num, first_policy_eval_time, camera_time_av, policy_time_av, step_time_av, total_time_step_average
7.000000000000000000e+02,3.680728101730346680e+01,3.666177670160929158e-02,2.069104264635558688e-02,2.069001793861388952e-03,5.942182114182626568e-02
