obstacle_num, first_policy_eval_time, camera_time_av, policy_time_av, step_time_av, total_time_step_average
7.000000000000000000e+02,3.761395549774169922e+01,3.702047963937123848e-02,2.112622685492121510e-02,2.090229259596930629e-03,6.023693575388938681e-02
