obstacle_num, first_policy_eval_time, camera_time_av, policy_time_av, step_time_av, total_time_step_average
6.690000000000000000e+02,2.401330685615539551e+01,2.044006973315196443e-02,1.433206971283930951e-02,1.924552735249707635e-03,3.669669218124097659e-02
