obstacle_num, first_policy_eval_time, camera_time_av, policy_time_av, step_time_av, total_time_step_average
6.690000000000000000e+02,2.595614314079284668e+01,8.139751884672376259e-02,1.466170646442774804e-02,1.926173898908827139e-03,9.798539921006033104e-02
