obstacle_num, first_policy_eval_time, camera_time_av, policy_time_av, step_time_av, total_time_step_average
3.150000000000000000e+02,2.503341484069824219e+01,1.746700518661075188e-02,1.349125222452285042e-02,1.827152503861321445e-03,3.278540991499492158e-02
