obstacle_num, first_policy_eval_time, camera_time_av, policy_time_av, step_time_av, total_time_step_average
9.800000000000000000e+01,2.264020895957946777e+01,3.846233162615034229e-02,8.731069813903485563e-03,7.476463582780626307e-04,4.794104779833189417e-02
