obstacle_num, first_policy_eval_time, camera_time_av, policy_time_av, step_time_av, total_time_step_average
9.600000000000000000e+01,2.261237573623657227e+01,3.784196184741125957e-02,8.808818715385146464e-03,7.459898789723714120e-04,4.739677044176877907e-02
