obstacle_num, first_policy_eval_time, camera_time_av, policy_time_av, step_time_av, total_time_step_average
3.320000000000000000e+02,2.524421000480651855e+01,3.805700646506415818e-02,1.188736903929120750e-02,9.516896804173787189e-04,5.089606518477274300e-02
