obstacle_num, first_policy_eval_time, camera_time_av, policy_time_av, step_time_av, total_time_step_average
3.320000000000000000e+02,2.240819263458251953e+01,3.807049141989814200e-02,1.198722316543735997e-02,9.527712398105197926e-04,5.101048582514602220e-02
