obstacle_num, first_policy_eval_time, camera_time_av, policy_time_av, step_time_av, total_time_step_average
9.800000000000000000e+01,2.275928616523742676e+01,3.936386260721418812e-02,8.664079757821860697e-03,7.422439919577704425e-04,4.877018635699381655e-02
