obstacle_num, first_policy_eval_time, camera_time_av, policy_time_av, step_time_av, total_time_step_average
1.930000000000000000e+02,2.251814889907836914e+01,3.876633505026499255e-02,9.885111660651280455e-03,8.262148830625745894e-04,4.947766159397884445e-02
