obstacle_num, first_policy_eval_time, camera_time_av, policy_time_av, step_time_av, total_time_step_average
9.600000000000000000e+01,2.272638988494873047e+01,3.834793799453311419e-02,8.710842723480759567e-03,7.495556937323676148e-04,4.780833641174624116e-02
