obstacle_num, first_policy_eval_time, camera_time_av, policy_time_av, step_time_av, total_time_step_average
3.295800000000000000e+04,2.783703517913818359e+01,3.092559811141755710e-01,1.984880634333299754e-01,2.421742836634318066e-02,5.319614729138487652e-01
