x,y
1.000000000000000021e-02,4.324933065880578326e-02
1.499999999999999944e-02,4.351932715846175415e-02
2.000000000000000042e-02,4.391326486765616960e-02
2.500000000000000139e-02,4.426439981489733999e-02
2.999999999999999889e-02,4.472136148845842069e-02
3.500000000000000333e-02,4.512880430627969758e-02
4.000000000000000083e-02,4.557123052054905255e-02
4.499999999999999833e-02,4.594261446544613270e-02
5.000000000000000278e-02,4.636886604260376937e-02
5.500000000000000028e-02,4.673737594859358330e-02
5.999999999999999778e-02,4.717504610882117255e-02
6.500000000000000222e-02,4.756401533566540635e-02
7.000000000000000666e-02,4.801590755351493878e-02
7.499999999999999722e-02,4.841485664692529722e-02
8.000000000000000167e-02,4.885883238708777637e-02
8.500000000000000611e-02,4.922755833813114573e-02
8.999999999999999667e-02,4.965258672980349397e-02
9.500000000000000111e-02,5.001584419509814278e-02
1.000000000000000056e-01,5.044058886090793670e-02
1.049999999999999961e-01,5.081139166854466149e-02
1.100000000000000006e-01,5.122490576715545141e-02
1.150000000000000050e-01,5.154551587806171370e-02
1.199999999999999956e-01,5.191385715819227947e-02
1.250000000000000000e-01,5.226826268579694984e-02
1.300000000000000044e-01,5.267867412091499502e-02
1.350000000000000089e-01,5.299309435785230088e-02
1.400000000000000133e-01,5.337493869260619833e-02
1.449999999999999900e-01,5.370157586216411233e-02
1.499999999999999944e-01,5.411232591686430254e-02
1.549999999999999989e-01,5.447526774485114687e-02
1.600000000000000033e-01,5.488873328030983989e-02
1.650000000000000078e-01,5.522141065238574120e-02
1.700000000000000122e-01,5.561827640794372168e-02
1.750000000000000167e-01,5.594793287600859089e-02
1.799999999999999933e-01,5.633447752803657366e-02
1.849999999999999978e-01,5.669012628046898872e-02
1.900000000000000022e-01,5.705047582092712816e-02
1.950000000000000067e-01,5.725942141220582982e-02
2.000000000000000111e-01,5.754546592882929523e-02
2.050000000000000155e-01,5.780724105001761731e-02
2.099999999999999922e-01,5.823060346504482787e-02
2.149999999999999967e-01,5.853225471510953293e-02
2.200000000000000011e-01,5.795350701659201381e-02
2.250000000000000056e-01,5.414042780845279568e-02
2.300000000000000100e-01,5.080350841615308144e-02
2.350000000000000144e-01,4.761107523749847498e-02
2.399999999999999911e-01,4.192830397424608668e-02
2.449999999999999956e-01,3.878049504449396223e-02
2.500000000000000000e-01,3.724515833923988661e-02
2.550000000000000044e-01,3.389004870318394064e-02
2.600000000000000089e-01,2.787012328811321049e-02
2.650000000000000133e-01,2.307735163919773930e-02
2.700000000000000178e-01,1.927840924155869648e-02
2.750000000000000222e-01,1.576863516437286214e-02
2.800000000000000266e-01,1.241918908171519252e-02
2.850000000000000311e-01,9.464300595966278207e-03
2.899999999999999800e-01,6.258076718184201782e-03
2.949999999999999845e-01,3.368577558230558770e-03
2.999999999999999889e-01,3.041726952815055609e-04
3.049999999999999933e-01,2.132037992717254141e-03
3.099999999999999978e-01,4.782093342234617663e-03
3.150000000000000022e-01,6.813789365262002719e-03
3.200000000000000067e-01,8.769441188491751069e-03
3.250000000000000111e-01,1.025246362373048899e-02
3.300000000000000155e-01,1.455755354026964411e-02
3.350000000000000200e-01,1.492317479806303492e-02
3.400000000000000244e-01,1.481895830064289439e-02
3.450000000000000289e-01,1.478443322464900560e-02
3.500000000000000333e-01,1.473296411172238599e-02
3.549999999999999822e-01,1.447961332530782810e-02
3.599999999999999867e-01,1.435014952249614659e-02
3.649999999999999911e-01,1.416935295115339874e-02
3.699999999999999956e-01,1.380621999782809597e-02
3.750000000000000000e-01,1.351680471746384213e-02
3.800000000000000044e-01,1.322398916517728180e-02
3.850000000000000089e-01,1.275411320664229971e-02
3.900000000000000133e-01,1.214471891186711880e-02
3.950000000000000178e-01,1.140670192759660369e-02
4.000000000000000222e-01,1.055121743506547312e-02
4.050000000000000266e-01,9.606126896582849184e-03
4.100000000000000311e-01,1.215988782858847504e-02
4.150000000000000355e-01,1.083823808042627158e-02
4.199999999999999845e-01,9.244592985757266873e-03
4.249999999999999889e-01,7.791145876356946401e-03
4.299999999999999933e-01,6.430471486595687458e-03
4.349999999999999978e-01,4.732549582758758741e-03
4.400000000000000022e-01,3.179841659599703507e-03
4.450000000000000067e-01,1.845628220550047174e-03
4.500000000000000111e-01,3.258747847320293996e-03
4.550000000000000155e-01,4.123490760493577455e-03
4.600000000000000200e-01,5.049282032647212613e-03
4.650000000000000244e-01,5.457225891538504924e-03
4.700000000000000289e-01,5.776136244820566021e-03
4.750000000000000333e-01,5.542143829233093892e-03
4.799999999999999822e-01,6.317556089336430827e-03
4.849999999999999867e-01,5.383725147874763445e-03
4.899999999999999911e-01,4.452783466159257984e-03
4.949999999999999956e-01,3.341778111777829723e-03
5.000000000000000000e-01,2.417164833579875122e-03
5.050000000000000044e-01,1.245829729991094863e-03
5.100000000000000089e-01,3.982364576149613868e-04
5.150000000000000133e-01,7.099259581085808936e-04
5.200000000000000178e-01,1.545045339885595028e-03
5.250000000000000222e-01,2.436424151485872425e-03
5.300000000000000266e-01,2.933546246451456448e-03
5.350000000000000311e-01,3.715024364855139521e-03
5.400000000000000355e-01,4.222029079305441961e-03
5.450000000000000400e-01,5.001710227654475489e-03
5.500000000000000444e-01,5.506415595219682317e-03
5.550000000000000488e-01,6.266101846175236266e-03
5.600000000000000533e-01,6.880349703606258339e-03
5.650000000000000577e-01,7.875622703705616873e-03
5.700000000000000622e-01,8.778902715660287862e-03
5.750000000000000666e-01,1.015210837197421528e-02
5.799999999999999600e-01,1.146220713790260283e-02
5.849999999999999645e-01,1.421566098145177724e-02
5.899999999999999689e-01,1.561673183390990989e-02
5.949999999999999734e-01,1.737313823218122888e-02
5.999999999999999778e-01,1.915163466079017329e-02
6.049999999999999822e-01,2.131080898141692742e-02
6.099999999999999867e-01,2.323440830668002319e-02
6.149999999999999911e-01,2.500650402919862847e-02
6.199999999999999956e-01,2.507060613263821514e-02
6.250000000000000000e-01,2.556808713806921901e-02
6.300000000000000044e-01,2.776647997076120075e-02
6.350000000000000089e-01,2.833908494474324941e-02
6.400000000000000133e-01,2.935940680129351527e-02
6.450000000000000178e-01,3.052936807663901228e-02
6.500000000000000222e-01,3.197733514374787728e-02
6.550000000000000266e-01,3.314732516943913465e-02
6.600000000000000311e-01,3.452662908257320140e-02
6.650000000000000355e-01,3.630694830442637161e-02
6.700000000000000400e-01,3.804255535397239874e-02
6.750000000000000444e-01,4.002933204584224053e-02
6.800000000000000488e-01,4.347241131890577925e-02
6.850000000000000533e-01,4.557209612830105672e-02
6.900000000000000577e-01,4.797010339992765354e-02
6.950000000000000622e-01,5.013085874340298537e-02
7.000000000000000666e-01,5.221471744312545377e-02
7.049999999999999600e-01,5.325826706669354454e-02
7.099999999999999645e-01,5.384594266949565416e-02
7.149999999999999689e-01,5.421971803073413060e-02
7.199999999999999734e-01,5.443992327197130776e-02
7.249999999999999778e-01,5.438170380269505277e-02
7.299999999999999822e-01,5.443193263915020730e-02
7.349999999999999867e-01,5.438883708834894859e-02
7.399999999999999911e-01,5.437053669320453947e-02
7.449999999999999956e-01,5.423132496729424212e-02
7.500000000000000000e-01,5.407081016309559646e-02
7.550000000000000044e-01,5.395390522238794478e-02
7.600000000000000089e-01,5.390873612413719235e-02
7.650000000000000133e-01,5.373329237201928538e-02
