x,y
1.000000000000000021e-02,3.567506392861124476e-01
1.499999999999999944e-02,3.564864077109397567e-01
2.000000000000000042e-02,3.560133390381941543e-01
2.500000000000000139e-02,3.553255057505293468e-01
2.999999999999999889e-02,3.544137003450155698e-01
3.500000000000000333e-02,3.533330442646938629e-01
4.000000000000000083e-02,3.520668244645738243e-01
4.499999999999999833e-02,3.505478463478116646e-01
5.000000000000000278e-02,3.487885343421571749e-01
5.500000000000000028e-02,3.468015809448663500e-01
5.999999999999999778e-02,3.446348330170595498e-01
6.500000000000000222e-02,3.422117263695232392e-01
7.000000000000000666e-02,3.394428945507620976e-01
7.499999999999999722e-02,3.364161115708450001e-01
8.000000000000000167e-02,3.329193259750460876e-01
8.500000000000000611e-02,3.289403415642495054e-01
8.999999999999999667e-02,3.244757544919081305e-01
9.500000000000000111e-02,3.195030420377342750e-01
1.000000000000000056e-01,3.140122272092326638e-01
1.049999999999999961e-01,3.080007155067603919e-01
1.100000000000000006e-01,3.015053656433176466e-01
1.150000000000000050e-01,3.013605630341800179e-01
1.199999999999999956e-01,3.043960186289379477e-01
1.250000000000000000e-01,3.074034222925468574e-01
1.300000000000000044e-01,3.085735044576325414e-01
1.350000000000000089e-01,3.082667073825471338e-01
1.400000000000000133e-01,3.062601324149284432e-01
1.449999999999999900e-01,3.025569751444633360e-01
1.499999999999999944e-01,2.983839224441567906e-01
1.549999999999999989e-01,2.930875964752457929e-01
1.600000000000000033e-01,2.869517050184003382e-01
1.650000000000000078e-01,2.803790673307131609e-01
1.700000000000000122e-01,2.734443168393357326e-01
1.750000000000000167e-01,2.661412268151003291e-01
1.799999999999999933e-01,2.584639416347040419e-01
1.849999999999999978e-01,2.504105540025554633e-01
1.900000000000000022e-01,2.420572199261596946e-01
1.950000000000000067e-01,2.334029336344242422e-01
2.000000000000000111e-01,2.243152098489489266e-01
2.050000000000000155e-01,2.148607265317913906e-01
2.099999999999999922e-01,2.051419385330590095e-01
2.149999999999999967e-01,1.952195028133447141e-01
2.200000000000000011e-01,1.852607740016556370e-01
2.250000000000000056e-01,1.753377518190071538e-01
2.300000000000000100e-01,1.654460727842387846e-01
2.350000000000000144e-01,1.556110483344011475e-01
2.399999999999999911e-01,1.462321739235966644e-01
2.449999999999999956e-01,1.364915952906546603e-01
2.500000000000000000e-01,1.268297159236512761e-01
2.550000000000000044e-01,1.173044444844704298e-01
2.600000000000000089e-01,1.089991953871320418e-01
2.650000000000000133e-01,1.000029134097066147e-01
2.700000000000000178e-01,9.122652860118242446e-02
2.750000000000000222e-01,8.268883825155123879e-02
2.800000000000000266e-01,7.455968665599735368e-02
2.850000000000000311e-01,6.682013095616509690e-02
2.899999999999999800e-01,5.945498247149762910e-02
2.949999999999999845e-01,5.248570852418310562e-02
2.999999999999999889e-01,4.594036034706720784e-02
3.049999999999999933e-01,3.985044396476602330e-02
3.099999999999999978e-01,3.433486190121193965e-02
3.150000000000000022e-01,3.071918143720385116e-02
3.200000000000000067e-01,2.618264537941749834e-02
3.250000000000000111e-01,2.212755008283760760e-02
3.300000000000000155e-01,1.857536275708634305e-02
3.350000000000000200e-01,1.551903431029043670e-02
3.400000000000000244e-01,1.294276385589300526e-02
3.450000000000000289e-01,1.082299832338097338e-02
3.500000000000000333e-01,9.130961266533049042e-03
3.549999999999999822e-01,8.878960257734319975e-03
3.599999999999999867e-01,7.695988423986946207e-03
3.649999999999999911e-01,6.581022654811795672e-03
3.699999999999999956e-01,5.655349946795172264e-03
3.750000000000000000e-01,4.875047036587068852e-03
3.800000000000000044e-01,4.220247989214573857e-03
3.850000000000000089e-01,3.671730350366958322e-03
3.900000000000000133e-01,3.783917390287481943e-03
3.950000000000000178e-01,3.427245831014884715e-03
