x,y
1.000000000000000021e-02,1.567506392885052169e-01
1.499999999999999944e-02,1.564864436735791953e-01
2.000000000000000042e-02,1.560136319138907268e-01
2.500000000000000139e-02,1.553267945781530712e-01
2.999999999999999889e-02,1.544181050633312569e-01
3.500000000000000333e-02,1.533297362819352749e-01
4.000000000000000083e-02,1.520701399397683951e-01
4.499999999999999833e-02,1.505687449551096346e-01
5.000000000000000278e-02,1.488091304568425755e-01
5.500000000000000028e-02,1.468323528611394924e-01
5.999999999999999778e-02,1.446497549855431386e-01
6.500000000000000222e-02,1.420742243656601123e-01
7.000000000000000666e-02,1.391087834515293831e-01
7.499999999999999722e-02,1.356417895498346626e-01
8.000000000000000167e-02,1.317297703427004196e-01
8.500000000000000611e-02,1.273051160661846370e-01
8.999999999999999667e-02,1.223613543779015073e-01
9.500000000000000111e-02,1.168997805978051890e-01
1.000000000000000056e-01,1.110487293821723204e-01
1.049999999999999961e-01,1.048786728755883024e-01
1.100000000000000006e-01,9.860579772682427635e-02
1.150000000000000050e-01,9.227972733990895404e-02
1.199999999999999956e-01,9.043956308828100810e-02
1.250000000000000000e-01,9.230102944465412573e-02
1.300000000000000044e-01,9.223635805644207764e-02
1.350000000000000089e-01,9.130005586838754739e-02
1.400000000000000133e-01,8.966602242873411566e-02
1.449999999999999900e-01,8.710633774595331891e-02
1.499999999999999944e-01,8.488375037602588491e-02
1.549999999999999989e-01,8.260071062545180920e-02
1.600000000000000033e-01,7.906722302560703630e-02
1.650000000000000078e-01,7.513838895119431815e-02
1.700000000000000122e-01,7.120903213997444026e-02
1.750000000000000167e-01,6.787575734765015356e-02
1.799999999999999933e-01,6.482646383523940625e-02
1.849999999999999978e-01,6.082148019032914549e-02
1.900000000000000022e-01,5.658320022202067284e-02
1.950000000000000067e-01,5.229749745857981830e-02
2.000000000000000111e-01,4.822158364152813459e-02
2.050000000000000155e-01,4.443641552812633427e-02
2.099999999999999922e-01,4.087202552732376037e-02
2.149999999999999967e-01,3.762111696857119852e-02
2.200000000000000011e-01,3.464594138231991832e-02
2.250000000000000056e-01,3.220459085744548783e-02
2.300000000000000100e-01,2.976854245418070546e-02
2.350000000000000144e-01,2.767464418416669750e-02
2.399999999999999911e-01,2.577809233168134803e-02
2.449999999999999956e-01,2.412491543632123286e-02
2.500000000000000000e-01,2.267665213010649355e-02
2.550000000000000044e-01,2.137725139390139056e-02
2.600000000000000089e-01,2.029438526168369714e-02
2.650000000000000133e-01,1.943174661653470844e-02
2.700000000000000178e-01,1.863528847181472603e-02
2.750000000000000222e-01,1.805703460065667676e-02
2.800000000000000266e-01,1.742572561674809659e-02
2.850000000000000311e-01,1.685844474932851264e-02
2.899999999999999800e-01,1.644874044250242348e-02
2.949999999999999845e-01,1.597011565781971537e-02
2.999999999999999889e-01,1.550768582457796342e-02
3.049999999999999933e-01,1.505239860174746244e-02
3.099999999999999978e-01,1.460800647371321773e-02
3.150000000000000022e-01,1.463423442155918110e-02
3.200000000000000067e-01,1.415548467806457961e-02
3.250000000000000111e-01,1.369182768864652018e-02
3.300000000000000155e-01,1.322741571090925092e-02
3.350000000000000200e-01,1.276445137854917596e-02
3.400000000000000244e-01,1.230374162275095322e-02
3.450000000000000289e-01,1.184251242435688939e-02
3.500000000000000333e-01,1.137249370520619467e-02
3.549999999999999822e-01,1.146608726853225180e-02
3.599999999999999867e-01,1.082367769169106410e-02
3.649999999999999911e-01,1.024008358757557378e-02
3.699999999999999956e-01,9.679266298493253290e-03
3.750000000000000000e-01,9.153430441956383543e-03
3.800000000000000044e-01,8.645347834077009991e-03
3.850000000000000089e-01,8.158235227858535651e-03
3.900000000000000133e-01,8.903371579522817089e-03
3.950000000000000178e-01,8.117599178592012354e-03
4.000000000000000222e-01,7.427699354243065717e-03
4.050000000000000266e-01,6.781129911970912305e-03
4.100000000000000311e-01,6.193053137345382909e-03
4.150000000000000355e-01,5.638716632664459230e-03
4.199999999999999845e-01,5.121580955263549395e-03
4.249999999999999889e-01,5.217344544939966910e-03
4.299999999999999933e-01,4.551687410284472636e-03
4.349999999999999978e-01,3.956271729286508707e-03
4.400000000000000022e-01,3.404952010567303261e-03
4.450000000000000067e-01,2.897920205387184266e-03
4.500000000000000111e-01,2.422364266850250431e-03
4.550000000000000155e-01,1.976576401239979464e-03
4.600000000000000200e-01,1.552898490370245750e-03
4.650000000000000244e-01,1.196964886042892282e-03
4.700000000000000289e-01,9.240878286109200897e-04
4.750000000000000333e-01,7.210754264894455971e-04
4.799999999999999822e-01,5.622989210507487205e-04
4.849999999999999867e-01,4.382886398026646264e-04
4.899999999999999911e-01,3.453710747800299032e-04
4.949999999999999956e-01,2.746112244406865937e-04
5.000000000000000000e-01,2.208485175908111368e-04
5.050000000000000044e-01,1.809660154194723820e-04
5.100000000000000089e-01,1.505729970420698581e-04
5.150000000000000133e-01,1.253538664356835663e-04
5.200000000000000178e-01,1.064940092976586722e-04
5.250000000000000222e-01,9.178722517568931342e-05
5.300000000000000266e-01,8.050623054875110176e-05
5.350000000000000311e-01,7.174088464672607318e-05
5.400000000000000355e-01,6.497245807072440525e-05
5.450000000000000400e-01,5.970376375828402799e-05
5.500000000000000444e-01,5.563315457792158313e-05
5.550000000000000488e-01,5.515174106423476524e-05
5.600000000000000533e-01,5.235666844264788382e-05
5.650000000000000577e-01,3.641489231151902014e-05
5.700000000000000622e-01,4.535185564440297326e-05
5.750000000000000666e-01,1.770666083815693810e-04
5.799999999999999600e-01,6.268687791002996177e-04
5.849999999999999645e-01,8.268146105592174850e-04
5.899999999999999689e-01,1.030819291067900561e-03
5.949999999999999734e-01,1.257062307064829489e-03
5.999999999999999778e-01,1.494219702305958370e-03
6.049999999999999822e-01,1.741863267299019252e-03
6.099999999999999867e-01,1.996764561254866198e-03
6.149999999999999911e-01,3.062868256509400366e-03
6.199999999999999956e-01,3.238445226391006154e-03
6.250000000000000000e-01,3.383071634753706276e-03
6.300000000000000044e-01,3.568919720794052307e-03
6.350000000000000089e-01,3.776489775123117662e-03
6.400000000000000133e-01,4.002934179767232876e-03
6.450000000000000178e-01,4.242666776070728486e-03
6.500000000000000222e-01,5.794492292848903159e-03
6.550000000000000266e-01,5.888520186788668252e-03
6.600000000000000311e-01,5.928880615890782038e-03
6.650000000000000355e-01,6.035843711992694774e-03
6.700000000000000400e-01,6.179805662020423744e-03
6.750000000000000444e-01,6.356589220863977444e-03
6.800000000000000488e-01,6.557341535792787258e-03
6.850000000000000533e-01,6.773799809059433651e-03
6.900000000000000577e-01,7.931487078749967570e-03
6.950000000000000622e-01,8.128455772543542734e-03
7.000000000000000666e-01,8.290083848734506461e-03
7.049999999999999600e-01,8.483075044945153145e-03
7.099999999999999645e-01,8.701013126446336537e-03
7.149999999999999689e-01,9.214048035173390966e-03
7.199999999999999734e-01,9.723551515292029948e-03
7.249999999999999778e-01,1.009997121442723043e-02
7.299999999999999822e-01,1.028072683719150580e-02
7.349999999999999867e-01,1.047909381380615450e-02
7.399999999999999911e-01,1.069245503964754047e-02
7.449999999999999956e-01,1.092669560157183244e-02
7.500000000000000000e-01,1.139927058242081424e-02
7.550000000000000044e-01,1.191819074852745221e-02
7.600000000000000089e-01,1.237269112799645535e-02
7.650000000000000133e-01,1.257028589332898419e-02
7.700000000000000178e-01,1.296722538746587945e-02
7.750000000000000222e-01,1.214428737285668143e-02
7.800000000000000266e-01,9.747077596627540599e-03
7.850000000000000311e-01,7.638844455807953550e-03
7.900000000000000355e-01,5.896952554742739168e-03
7.950000000000000400e-01,4.582721186047502594e-03
8.000000000000000444e-01,3.716434432605655522e-03
8.050000000000000488e-01,3.275442011947517999e-03
8.100000000000000533e-01,3.157273266169059820e-03
8.150000000000000577e-01,3.202923502581113760e-03
8.200000000000000622e-01,3.339663675762829902e-03
8.250000000000000666e-01,3.533808169147835323e-03
8.300000000000000711e-01,3.869924319849472275e-03
8.349999999999999645e-01,4.157292085394865590e-03
8.399999999999999689e-01,4.446337955335446894e-03
8.449999999999999734e-01,4.750766097888243535e-03
8.499999999999999778e-01,5.077181174328486597e-03
8.549999999999999822e-01,5.744554968692688370e-03
8.599999999999999867e-01,6.295358310437530747e-03
8.649999999999999911e-01,6.583655592512413154e-03
8.699999999999999956e-01,6.866765220700588382e-03
8.750000000000000000e-01,7.153261868681169700e-03
8.800000000000000044e-01,7.450489730947116446e-03
8.850000000000000089e-01,7.772010217253628485e-03
8.900000000000000133e-01,8.109666754636231725e-03
8.950000000000000178e-01,8.689775812977100847e-03
9.000000000000000222e-01,9.345098914643272178e-03
9.050000000000000266e-01,9.706214412250771181e-03
9.100000000000000311e-01,9.929149801490929142e-03
9.150000000000000355e-01,1.016321989474921160e-02
9.200000000000000400e-01,5.666656543398168426e-03
9.250000000000000444e-01,3.852252172040225619e-04
9.300000000000000488e-01,5.133954005708112403e-03
9.350000000000000533e-01,1.022034644536249683e-02
9.400000000000000577e-01,1.422454861290697176e-02
9.450000000000000622e-01,1.806905636521986824e-02
9.500000000000000666e-01,2.122116761858009945e-02
9.550000000000000711e-01,2.367419519791077662e-02
9.599999999999999645e-01,2.543813697344161212e-02
9.649999999999999689e-01,2.609447922415306445e-02
9.699999999999999734e-01,2.693229728684733496e-02
9.749999999999999778e-01,2.728903542038768268e-02
9.799999999999999822e-01,2.720856239698667481e-02
9.849999999999999867e-01,2.693346248028980622e-02
9.899999999999999911e-01,2.591522825486124518e-02
9.949999999999999956e-01,2.595604573312174437e-02
