1.666666666666666644e-02,2.567506403058640863e-01
2.500000000000000139e-02,2.564864204025886218e-01
3.333333333333333287e-02,2.560134491211857877e-01
4.166666666666666435e-02,2.553260648697355806e-01
5.000000000000000278e-02,2.544159634087909128e-01
5.833333333333333426e-02,2.533314048114421180e-01
6.666666666666666574e-02,2.520699075269312028e-01
7.499999999999999722e-02,2.505657729827637792e-01
8.333333333333332871e-02,2.488043654798820503e-01
9.166666666666666019e-02,2.468374515106418754e-01
1.000000000000000056e-01,2.447059270717524271e-01
1.083333333333333370e-01,2.422778883353370882e-01
1.166666666666666685e-01,2.395514705437735148e-01
1.250000000000000000e-01,2.365423615524170076e-01
1.333333333333333315e-01,2.330993698057423069e-01
1.416666666666666630e-01,2.291843742285225027e-01
1.499999999999999944e-01,2.248196706060164862e-01
1.583333333333333259e-01,2.263660387512157757e-01
1.666666666666666574e-01,2.315585114784397824e-01
1.749999999999999889e-01,2.374308034971654158e-01
1.833333333333333204e-01,2.416877758393799480e-01
1.916666666666666519e-01,2.450030159995152390e-01
2.000000000000000111e-01,2.465912169123008202e-01
2.083333333333333426e-01,2.463743931317131375e-01
2.166666666666666741e-01,2.447236121907100936e-01
2.250000000000000056e-01,2.419846144877532412e-01
2.333333333333333370e-01,2.384285845417969951e-01
2.416666666666666685e-01,2.342760591139382009e-01
2.500000000000000000e-01,2.293094238388710682e-01
2.583333333333333037e-01,2.244058183867100875e-01
2.666666666666666630e-01,2.189096304050316966e-01
2.750000000000000222e-01,2.130918807973244677e-01
2.833333333333333259e-01,2.069339794390444576e-01
2.916666666666666852e-01,2.005456513550480935e-01
2.999999999999999889e-01,1.937381198896498680e-01
3.083333333333333481e-01,1.868463259148737954e-01
3.166666666666666519e-01,1.797326669551867484e-01
3.250000000000000111e-01,1.723044142604161499e-01
3.333333333333333148e-01,1.641719572770807267e-01
3.416666666666666741e-01,1.565105990043938744e-01
3.499999999999999778e-01,1.485935945611218667e-01
3.583333333333333370e-01,1.403906852263693550e-01
3.666666666666666408e-01,1.322872893419659857e-01
3.750000000000000000e-01,1.245682177319014650e-01
3.833333333333333037e-01,1.148678581425732620e-01
3.916666666666666630e-01,1.067894238869849521e-01
4.000000000000000222e-01,9.945151271046079322e-02
4.083333333333333259e-01,9.101359209222059654e-02
4.166666666666666852e-01,8.309080318167891277e-02
4.249999999999999889e-01,7.613489920907268171e-02
4.333333333333333481e-01,6.842487711770188497e-02
4.416666666666666519e-01,6.221874849348262709e-02
4.500000000000000111e-01,5.613815610190253658e-02
4.583333333333333148e-01,5.021637818724008356e-02
4.666666666666666741e-01,4.448411404459500645e-02
4.749999999999999778e-01,3.825455800408836260e-02
4.833333333333333370e-01,3.310248958299719102e-02
4.916666666666666408e-01,2.818100477080986294e-02
5.000000000000000000e-01,2.349498298005166588e-02
5.083333333333333037e-01,1.905723882735146230e-02
5.166666666666666075e-01,1.488590763655565745e-02
5.250000000000000222e-01,1.107140852670855311e-02
5.333333333333333259e-01,7.873010428088439427e-03
5.416666666666666297e-01,5.290058162002387460e-03
5.500000000000000444e-01,3.339087162338836082e-03
5.583333333333333481e-01,1.916030723561131573e-03
5.666666666666666519e-01,9.448544475370382074e-04
5.749999999999999556e-01,3.038196738252463996e-04
5.833333333333333703e-01,2.650844811284467739e-04
5.916666666666666741e-01,7.860278573589754960e-04
5.999999999999999778e-01,3.072799678868021558e-04
6.083333333333332815e-01,2.452577384725923484e-04
6.166666666666666963e-01,6.904551805313563322e-04
6.250000000000000000e-01,1.254691264589840325e-03
6.333333333333333037e-01,1.919400760513021624e-03
6.416666666666666075e-01,2.665896820664746727e-03
6.500000000000000222e-01,3.477769709690850704e-03
6.583333333333333259e-01,3.499074321441729158e-03
6.666666666666666297e-01,4.458001359881171369e-03
6.750000000000000444e-01,5.438833167412131589e-03
6.833333333333333481e-01,6.425236574846004099e-03
6.916666666666666519e-01,7.415084858358681613e-03
6.999999999999999556e-01,8.396735046457657822e-03
7.083333333333333703e-01,9.373948369211199810e-03
7.166666666666666741e-01,1.034064493859627315e-02
7.249999999999999778e-01,1.119154441060751792e-02
7.333333333333332815e-01,1.064896245276595980e-02
7.416666666666666963e-01,1.180815319656446441e-02
7.500000000000000000e-01,1.298044400838949987e-02
7.583333333333333037e-01,1.379532398459797603e-02
7.666666666666666075e-01,1.451825202851003520e-02
7.750000000000000222e-01,1.529681160739028954e-02
7.833333333333333259e-01,1.609397273757449953e-02
7.916666666666666297e-01,1.690006126005415971e-02
8.000000000000000444e-01,1.772051921369654365e-02
8.083333333333333481e-01,1.801665923611061454e-02
8.166666666666666519e-01,1.523180298936142874e-02
8.249999999999999556e-01,1.321717823474739296e-02
8.333333333333333703e-01,1.179387273296208377e-02
8.416666666666666741e-01,1.009179110072515491e-02
8.499999999999999778e-01,9.578827538679933820e-03
8.583333333333332815e-01,9.539038132131243131e-03
8.666666666666666963e-01,9.386927979264849536e-03
8.750000000000000000e-01,4.795971252772446639e-03
8.833333333333333037e-01,4.181706540699216615e-03
8.916666666666666075e-01,1.268364202970490191e-02
9.000000000000000222e-01,2.039626440010254907e-02
