obstacle_num, first_policy_eval_time, camera_time_av, policy_time_av, step_time_av, total_time_step_average
4.450000000000000000e+02,3.780793714523315430e+01,7.976334280437893942e-02,2.141461904991597345e-02,1.649029718505011771e-03,1.028269915727999251e-01
