obstacle_num, first_policy_eval_time, camera_time_av, policy_time_av, step_time_av, total_time_step_average
4.450000000000000000e+02,2.855700492858886719e+01,6.795624481307135922e-02,1.729366533555531243e-02,1.411199437247382315e-03,8.666110958587405766e-02
