obstacle_num, first_policy_eval_time, camera_time_av, policy_time_av, step_time_av, total_time_step_average
7.110000000000000000e+02,2.417428779602050781e+01,4.871945831510755831e-02,1.512383646008171913e-02,1.389783091015285924e-03,6.523307786620456683e-02
